table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
"Table 1. Intercensal Estimates of the Resident Population for Counties of Mississippi: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
,,2000,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,,
Mississippi,2844754,2848353,2852994.0,2858681.0,2868312.0,2889010.0,2905943.0,2904978.0,2928350.0,2947806.0,2958774.0,2967297,2970036
.Adams County,34339,34246,33945.0,33730.0,33482.0,32785.0,32674.0,33220.0,32889.0,32629.0,32305.0,32297,32251
.Alcorn County,34519,34600,34746.0,34946.0,35045.0,35448.0,35688.0,36183.0,36608.0,36793.0,36868.0,37057,37088
.Amite County,13565,13546,13471.0,13401.0,13415.0,13337.0,13396.0,13586.0,13400.0,13324.0,13171.0,13131,13110
.Attala County,19654,19620,19595.0,19549.0,19469.0,19330.0,19265.0,19431.0,19511.0,19622.0,19611.0,19564,19552
.Benton County,8031,8034,8006.0,8004.0,8073.0,8146.0,8307.0,8479.0,8603.0,8769.0,8689.0,8729,8720
.Bolivar County,40619,40381,39723.0,38634.0,38027.0,37211.0,36305.0,36102.0,35628.0,35032.0,34450.0,34145,34103
.Calhoun County,15060,15044,14991.0,14906.0,14887.0,14857.0,14803.0,14947.0,14967.0,14912.0,14940.0,14962,14957
.Carroll County,10751,10764,10699.0,10567.0,10565.0,10544.0,10473.0,10534.0,10630.0,10694.0,10604.0,10597,10580
.Chickasaw County,19447,19372,19266.0,18976.0,18811.0,18642.0,18369.0,18074.0,17884.0,17639.0,17439.0,17392,17410
.Choctaw County,9759,9742,9545.0,9468.0,9358.0,9132.0,9026.0,8894.0,8680.0,8703.0,8576.0,8547,8545
.Claiborne County,11837,11792,11519.0,11277.0,10889.0,10772.0,10646.0,10358.0,9962.0,9940.0,9822.0,9604,9559
.Clarke County,17796,17749,17556.0,17402.0,17235.0,17133.0,16905.0,16976.0,16857.0,16772.0,16671.0,16732,16763
.Clay County,21984,21984,21811.0,21845.0,21484.0,21531.0,21245.0,21139.0,21017.0,20878.0,20804.0,20634,20577
.Coahoma County,30617,30526,30172.0,29662.0,29055.0,28508.0,27875.0,27441.0,27025.0,26549.0,26257.0,26151,26134
.Copiah County,28763,28761,28857.0,28762.0,29058.0,29157.0,29134.0,29540.0,29565.0,29584.0,29484.0,29449,29430
.Covington County,19418,19426,19332.0,19458.0,19660.0,19621.0,19480.0,19555.0,19510.0,19594.0,19516.0,19568,19612
.DeSoto County,107252,108714,113401.0,118603.0,124347.0,130767.0,136915.0,145220.0,150688.0,156214.0,159706.0,161252,161746
.Forrest County,71934,71982,71846.0,71584.0,71747.0,71732.0,72043.0,73219.0,74057.0,74196.0,74863.0,74934,75113
.Franklin County,8419,8414,8286.0,8130.0,8150.0,8196.0,8076.0,8111.0,8165.0,8136.0,8112.0,8118,8125
.George County,19224,19257,19459.0,19811.0,20166.0,20326.0,20699.0,21382.0,21764.0,22193.0,22280.0,22578,22686
.Greene County,13287,13295,13231.0,13258.0,13323.0,13155.0,13201.0,13135.0,13776.0,14293.0,14449.0,14400,14391
.Grenada County,23273,23160,22898.0,22684.0,22410.0,22222.0,22173.0,22388.0,22335.0,22194.0,22036.0,21906,21890
.Hancock County,42945,43307,44172.0,45058.0,45772.0,46717.0,47715.0,40087.0,41707.0,42764.0,43471.0,43929,44012
.Harrison County,189577,190071,190922.0,192145.0,191290.0,195971.0,197784.0,174449.0,179054.0,182735.0,184930.0,187105,187785
.Hinds County,250752,250474,248941.0,247857.0,247449.0,248147.0,247370.0,248989.0,246546.0,244695.0,244474.0,245285,245629
.Holmes County,21608,21564,21091.0,20837.0,20399.0,20257.0,20052.0,19932.0,19710.0,19755.0,19461.0,19198,19127
.Humphreys County,11191,11106,10969.0,10582.0,10351.0,10204.0,9974.0,9840.0,9666.0,9691.0,9517.0,9375,9336
.Issaquena County,2274,2258,2157.0,2012.0,1959.0,1813.0,1720.0,1649.0,1552.0,1521.0,1443.0,1406,1396
.Itawamba County,22774,22853,22869.0,22859.0,23075.0,23085.0,23254.0,23217.0,23271.0,23412.0,23329.0,23401,23417
.Jackson County,131439,132019,133069.0,133688.0,134234.0,136565.0,137913.0,132717.0,136028.0,137791.0,139176.0,139668,139698
.Jasper County,18148,18110,18230.0,18068.0,17855.0,17751.0,17496.0,17544.0,17492.0,17550.0,17344.0,17062,16983
.Jefferson County,9723,9649,9436.0,9251.0,8929.0,8760.0,8461.0,8241.0,8127.0,7927.0,7842.0,7726,7712
.Jefferson Davis County,13954,13853,13630.0,13413.0,13234.0,12932.0,12859.0,12928.0,12749.0,12636.0,12553.0,12487,12464
.Jones County,64955,64993,64855.0,64916.0,64913.0,65296.0,65871.0,66330.0,66760.0,67318.0,67443.0,67761,67870
.Kemper County,10447,10443,10712.0,10635.0,10623.0,10648.0,10551.0,10533.0,10486.0,10392.0,10526.0,10456,10415
.Lafayette County,38687,38759,39292.0,39914.0,41241.0,41840.0,42526.0,44281.0,45027.0,45781.0,46712.0,47351,47496
.Lamar County,39877,40211,41100.0,42377.0,43379.0,45001.0,46684.0,48850.0,50920.0,52772.0,54197.0,55658,56054
.Lauderdale County,78168,78195,77780.0,77979.0,78082.0,78055.0,78082.0,78063.0,78794.0,79665.0,80275.0,80261,80229
.Lawrence County,13201,13215,13235.0,13137.0,13190.0,13149.0,13097.0,13053.0,13043.0,13038.0,13054.0,12929,12893
.Leake County,20930,20964,21563.0,21884.0,22240.0,22561.0,22869.0,23159.0,23353.0,23641.0,23790.0,23805,23791
.Lee County,75664,75876,76537.0,76783.0,77480.0,77937.0,78529.0,79684.0,80561.0,81501.0,82436.0,82910,83048
.Leflore County,37951,37763,36775.0,35957.0,34516.0,34863.0,34178.0,33862.0,33540.0,33329.0,32508.0,32317,32307
.Lincoln County,33191,33163,33188.0,33326.0,33407.0,33490.0,33748.0,34248.0,34398.0,34724.0,34877.0,34869,34863
.Lowndes County,61596,61529,60958.0,60508.0,59919.0,59699.0,59237.0,59396.0,59355.0,59160.0,59663.0,59779,59836
.Madison County,74711,75089,76580.0,78092.0,79997.0,82283.0,84846.0,87844.0,90195.0,92274.0,94071.0,95203,95552
.Marion County,25626,25616,25391.0,25360.0,25497.0,25617.0,25706.0,26291.0,26610.0,26825.0,26979.0,27088,27083
.Marshall County,34947,35004,35052.0,35345.0,35767.0,35720.0,36052.0,36374.0,36950.0,37351.0,37231.0,37144,37104
.Monroe County,37996,37981,38005.0,37690.0,37646.0,37678.0,37464.0,37454.0,37355.0,37453.0,37258.0,36989,36889
.Montgomery County,12191,12115,12042.0,11829.0,11647.0,11507.0,11474.0,11453.0,11297.0,11067.0,10948.0,10925,10924
.Neshoba County,28675,28689,28396.0,28490.0,28807.0,29139.0,29364.0,29381.0,29399.0,29562.0,29694.0,29676,29687
.Newton County,21834,21791,21715.0,21493.0,21510.0,21535.0,21611.0,21814.0,21965.0,21851.0,21790.0,21720,21718
.Noxubee County,12545,12536,12434.0,12312.0,12147.0,12056.0,11973.0,11875.0,11880.0,11823.0,11646.0,11545,11511
.Oktibbeha County,42920,43122,43186.0,43036.0,43188.0,43382.0,43985.0,45052.0,46032.0,46470.0,47400.0,47671,47692
.Panola County,34283,34379,34401.0,34623.0,34661.0,34701.0,34684.0,34705.0,34813.0,34923.0,34768.0,34707,34700
.Pearl River County,48518,48621,49083.0,49659.0,49968.0,50624.0,50990.0,55153.0,56053.0,56538.0,56085.0,55834,55788
.Perry County,12111,12149,12156.0,12232.0,12245.0,12233.0,12088.0,12098.0,12316.0,12337.0,12206.0,12250,12258
.Pike County,38957,38995,38739.0,38734.0,38649.0,38700.0,38905.0,40241.0,40141.0,40290.0,40332.0,40404,40416
.Pontotoc County,26811,26967,27274.0,27427.0,27990.0,28276.0,28567.0,29098.0,29264.0,29475.0,29770.0,29957,30008
.Prentiss County,25582,25662,25452.0,25463.0,25611.0,25568.0,25608.0,25463.0,25370.0,25481.0,25553.0,25276,25189
.Quitman County,10121,10055,9952.0,9828.0,9541.0,9494.0,9238.0,9008.0,8723.0,8501.0,8336.0,8223,8188
.Rankin County,115403,116255,118774.0,120937.0,123796.0,127232.0,130354.0,134132.0,136694.0,139136.0,140634.0,141617,142018
.Scott County,28455,28393,28321.0,27948.0,28126.0,28097.0,28122.0,28170.0,28175.0,28098.0,28101.0,28264,28358
.Sharkey County,6576,6520,6303.0,6186.0,6052.0,5845.0,5707.0,5510.0,5238.0,5191.0,5076.0,4916,4873
.Simpson County,27634,27641,27376.0,27547.0,27368.0,27362.0,27633.0,27658.0,27512.0,27682.0,27512.0,27503,27511
.Smith County,16163,16182,16181.0,16077.0,16070.0,16126.0,16332.0,16427.0,16462.0,16345.0,16520.0,16491,16460
.Stone County,13592,13664,14130.0,14163.0,14439.0,14694.0,15189.0,15968.0,16264.0,17084.0,17408.0,17786,17890
.Sunflower County,34382,34249,34042.0,33676.0,33453.0,32349.0,31724.0,31464.0,31463.0,30614.0,29574.0,29450,29406
.Tallahatchie County,14896,14927,14981.0,15025.0,15124.0,15249.0,15348.0,15283.0,15231.0,15225.0,15266.0,15378,15346
.Tate County,25386,25477,25653.0,25776.0,26134.0,26599.0,26968.0,27473.0,27803.0,28222.0,28509.0,28886,28981
.Tippah County,20890,20925,20979.0,21066.0,21179.0,21261.0,21536.0,21688.0,21884.0,21982.0,22171.0,22232,22240
.Tishomingo County,19155,19158,19020.0,19144.0,19070.0,19145.0,19232.0,19424.0,19581.0,19524.0,19552.0,19593,19594
.Tunica County,9240,9242,9416.0,9823.0,10142.0,10221.0,10425.0,10723.0,10853.0,10910.0,10862.0,10778,10738
.Union County,25344,25484,25649.0,25711.0,25949.0,26076.0,26569.0,26762.0,26684.0,26931.0,27070.0,27134,27162
.Walthall County,15161,15099,15114.0,14988.0,15049.0,15104.0,15081.0,15594.0,15515.0,15622.0,15505.0,15443,15416
.Warren County,49668,49598,49292.0,49115.0,48946.0,49092.0,48836.0,49440.0,49163.0,48457.0,48548.0,48773,48840
.Washington County,63035,62657,61221.0,59570.0,58072.0,56802.0,55872.0,54325.0,53069.0,52236.0,51565.0,51137,51078
.Wayne County,21372,21342,21258.0,21260.0,21135.0,21069.0,21021.0,21111.0,21276.0,20963.0,20763.0,20747,20743
.Webster County,10284,10282,10250.0,10213.0,10044.0,10057.0,9979.0,10022.0,10035.0,10204.0,10164.0,10253,10271
.Wilkinson County,10337,10307,10280.0,10266.0,10283.0,10185.0,10123.0,10306.0,10142.0,10061.0,9994.0,9878,9845
.Winston County,20157,20152,20031.0,19860.0,19796.0,19715.0,19583.0,19538.0,19606.0,19342.0,19211.0,19198,19194
.Yalobusha County,13052,13125,13265.0,13139.0,13089.0,12961.0,12979.0,12976.0,13036.0,12857.0,12827.0,12678,12650
.Yazoo County,28144,28119,27764.0,27735.0,27932.0,27963.0,28107.0,28714.0,28641.0,28441.0,28201.0,28065,28012
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Mississippi: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-28)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
